step,time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,
79, 2015/1/1 13:10:00,3,7,4,3,4,3,3,5,1,4,2,3,2,8,3,5,4,2,4,3,3,3,4,5,1,4,4,4,3,1,3,3,3,1,1,2,2,4,4,2,4,5,5,2,2,0,0,0,3,4,2,1,2,5,3,2,3,1,1,1,0,1,2,1,1,0,0,0,1,1,3,4,2,4,
80, 2015/1/1 13:20:00,2,5,4,2,5,3,3,5,1,4,3,4,2,6,5,8,1,4,3,4,3,6,3,3,0,3,6,5,3,2,2,2,4,2,4,3,3,3,5,4,4,5,2,3,1,4,2,1,1,3,2,1,2,4,2,3,2,1,0,0,2,0,0,0,1,2,0,0,1,1,1,0,1,4,
81, 2015/1/1 13:30:00,4,7,6,3,3,3,5,3,2,2,3,6,1,5,3,7,2,2,3,1,3,4,3,3,2,3,6,4,3,1,2,1,5,1,3,4,3,4,6,4,4,4,1,0,0,4,1,1,1,1,2,4,3,6,3,2,3,1,1,3,3,0,1,2,1,2,0,0,1,2,1,0,0,2,
82, 2015/1/1 13:40:00,1,8,9,3,2,5,3,4,1,3,2,5,2,4,3,4,2,5,2,2,4,2,5,3,2,2,6,2,3,1,2,1,8,0,2,2,2,4,6,6,2,1,3,0,2,4,1,0,2,2,4,4,1,7,2,3,6,0,1,0,1,1,0,1,2,0,0,0,2,1,1,2,2,5,
83, 2015/1/1 13:50:00,3,7,7,4,1,4,1,3,1,3,5,6,3,2,3,4,4,2,3,1,6,2,4,4,4,3,8,2,5,1,3,0,5,0,0,2,2,3,4,7,1,3,4,0,1,3,3,1,2,2,4,3,1,6,1,5,5,0,2,0,0,1,2,1,1,1,0,0,2,1,1,1,0,6,
84, 2015/1/1 14:0:00,1,9,3,4,2,5,2,2,3,3,3,5,2,0,1,5,2,2,2,1,7,2,5,2,1,3,3,2,3,2,4,0,7,0,3,5,1,3,3,6,3,2,4,1,2,9,3,1,1,3,2,2,6,6,1,4,3,3,2,0,4,0,1,0,0,2,0,0,0,1,1,3,2,5,
85, 2015/1/1 14:10:00,1,7,2,3,2,5,3,1,4,5,2,3,2,2,0,3,2,1,2,3,2,3,5,2,2,3,3,2,2,1,3,1,4,1,1,0,1,4,5,2,7,3,3,0,2,7,3,2,1,5,1,3,5,6,1,2,2,0,2,1,0,2,1,2,1,3,0,19,2,1,2,0,1,6,
86, 2015/1/1 14:20:00,1,5,0,5,1,4,0,2,2,4,1,2,4,3,1,3,4,3,2,3,2,2,6,0,3,3,7,4,4,2,4,2,3,2,1,1,1,8,3,4,4,3,4,1,2,4,1,4,1,2,1,2,3,4,3,3,3,1,1,1,2,0,1,0,0,1,0,19,3,3,3,0,1,3,
87, 2015/1/1 14:30:00,2,7,1,6,1,1,1,1,4,2,1,3,2,2,1,1,4,2,1,1,3,1,5,2,1,0,6,4,4,2,2,2,2,1,2,1,1,7,3,4,0,2,3,0,4,2,4,3,2,2,3,4,2,6,2,0,4,1,4,0,1,1,2,1,2,1,10,19,2,1,2,2,1,6,
88, 2015/1/1 14:40:00,3,5,1,6,1,0,1,2,4,2,2,3,2,3,2,3,4,2,1,2,3,1,5,3,3,1,5,4,2,2,0,4,3,2,1,2,1,3,5,3,1,4,1,1,3,3,4,3,3,2,2,1,2,4,4,2,3,1,0,1,1,2,0,0,1,2,10,19,1,2,1,5,0,5,
89, 2015/1/1 14:50:00,2,7,4,2,2,0,0,2,4,2,1,1,0,2,2,3,2,0,1,3,3,2,3,3,2,2,4,4,2,3,2,5,0,3,4,3,1,4,5,3,1,3,2,2,5,0,3,1,6,3,2,4,1,4,2,0,4,4,1,1,1,3,2,0,1,0,10,19,2,2,1,0,2,6,
90, 2015/1/1 15:0:00,4,8,3,3,1,1,2,0,3,4,1,1,1,3,2,2,3,0,2,1,4,1,4,5,1,0,5,4,3,3,3,4,1,2,2,4,0,4,4,3,2,3,1,3,4,3,4,0,6,3,1,5,3,2,4,0,3,0,1,1,0,1,1,2,3,0,10,19,0,1,1,2,1,4,
91, 2015/1/1 15:10:00,2,8,3,1,2,1,1,1,4,6,3,4,0,5,3,3,1,0,1,2,4,2,5,4,3,2,8,4,3,3,2,6,1,4,4,2,1,6,4,5,3,1,2,1,2,2,4,0,5,2,1,0,2,0,3,1,1,1,1,0,0,0,0,4,2,2,0,19,1,2,4,0,2,4,
92, 2015/1/1 15:20:00,3,4,6,3,2,3,0,2,3,5,1,5,2,3,4,3,3,1,0,1,4,1,2,2,3,1,5,5,2,6,3,3,1,4,3,4,2,5,4,2,2,2,3,1,4,1,4,3,3,2,2,2,3,3,3,1,2,2,1,2,1,2,0,1,1,1,0,19,4,2,0,0,1,2,
93, 2015/1/1 15:30:00,5,6,5,3,6,3,0,1,2,3,0,3,1,1,4,5,5,2,0,2,2,4,2,1,3,2,2,4,2,7,2,2,1,2,2,2,1,3,0,2,3,1,2,2,3,1,4,2,4,3,1,1,3,1,4,3,2,0,0,2,3,1,2,0,3,3,12,19,0,1,0,2,1,4,
94, 2015/1/1 15:40:00,2,5,3,5,5,2,2,2,1,3,1,3,1,3,2,3,8,0,1,2,2,5,2,2,2,1,4,1,1,6,5,2,3,3,4,3,1,2,2,3,1,3,3,2,4,2,1,1,2,1,2,0,5,1,4,2,1,1,2,1,2,1,0,1,1,1,12,19,2,2,2,0,1,5,
95, 2015/1/1 15:50:00,3,2,4,5,2,3,0,3,1,7,2,2,1,7,2,2,7,3,3,1,0,3,3,1,3,0,4,2,1,6,4,2,2,2,2,3,2,2,2,3,2,4,3,2,1,3,1,1,3,3,2,1,3,1,1,2,2,1,2,2,2,2,1,2,1,2,12,19,1,2,0,0,0,5,
96, 2015/1/1 16:0:00,4,3,1,6,2,2,1,4,1,8,1,3,1,5,0,4,6,1,1,1,0,3,2,2,1,1,3,6,1,3,5,2,3,3,2,1,2,1,3,2,1,2,5,4,2,4,3,1,3,1,3,0,2,2,2,2,2,0,1,2,1,1,3,0,0,6,12,19,1,0,1,1,1,7,
97, 2015/1/1 16:10:00,6,1,3,4,3,1,2,4,3,4,0,4,2,4,1,1,3,4,1,2,2,2,1,3,0,5,2,4,2,4,6,3,4,1,4,2,1,2,2,2,3,2,3,4,2,3,3,1,0,4,3,2,0,2,1,3,5,0,1,1,0,0,1,3,3,2,12,19,0,1,1,1,1,4,
98, 2015/1/1 16:20:00,3,2,4,5,5,1,3,2,1,4,0,5,1,4,1,0,4,2,1,1,4,1,1,2,1,6,3,2,4,3,3,3,4,1,5,4,2,0,0,3,2,4,4,6,3,1,2,0,3,2,2,2,3,6,1,5,6,2,1,2,1,3,1,0,0,1,0,19,1,1,2,3,2,4,
99, 2015/1/1 16:30:00,6,1,0,3,7,1,1,4,2,2,1,5,1,1,1,2,5,1,2,2,5,4,3,2,0,3,4,2,1,3,2,3,3,2,4,4,1,1,1,3,3,4,3,5,3,3,3,2,3,2,3,3,3,5,2,3,3,1,1,0,0,2,3,1,0,2,2,19,1,3,0,3,1,5,
100, 2015/1/1 16:40:00,7,3,1,2,4,3,3,6,3,1,0,5,3,1,1,1,3,3,1,2,5,4,1,5,0,7,2,1,2,3,4,3,3,3,3,3,1,4,1,3,2,3,3,3,3,2,5,2,2,1,4,1,2,4,3,2,3,0,2,0,4,1,2,1,1,0,0,19,1,1,1,1,1,5,
101, 2015/1/1 16:50:00,2,2,3,1,5,5,2,9,4,1,1,4,2,2,2,2,5,2,0,3,2,2,4,2,1,4,1,3,0,4,1,3,2,2,3,2,3,4,0,3,2,3,3,3,2,3,3,4,5,2,3,1,3,7,2,2,2,0,3,2,0,1,0,3,4,1,0,19,1,1,1,2,1,4,
102, 2015/1/1 17:0:00,4,2,5,1,2,4,2,4,5,1,2,4,2,4,2,4,4,0,3,2,2,1,3,2,2,4,1,4,1,5,0,2,3,2,3,2,3,6,1,1,5,1,2,2,3,1,5,3,2,2,2,2,3,2,2,5,1,0,0,2,2,3,0,3,0,0,11,19,2,2,1,0,2,1,
103, 2015/1/1 17:10:00,5,1,3,3,2,5,2,6,2,3,6,3,1,0,6,3,4,0,3,4,2,1,2,3,2,4,0,0,4,5,0,0,2,3,2,3,1,6,3,1,7,2,4,2,0,1,2,4,3,2,2,3,3,1,3,4,0,3,2,2,0,3,4,2,0,1,0,19,1,1,1,2,1,5,
104, 2015/1/1 17:20:00,7,2,2,4,4,6,2,6,2,3,3,4,2,0,2,2,3,0,4,3,2,1,2,3,2,2,0,2,3,4,1,1,3,4,1,4,0,4,3,2,7,5,4,4,1,1,4,2,2,2,4,2,3,2,2,4,2,0,3,1,0,1,2,2,1,2,0,19,2,1,1,1,2,2,
105, 2015/1/1 17:30:00,4,1,2,2,1,8,4,7,1,2,7,4,2,1,1,2,4,2,4,1,2,1,1,3,3,1,2,2,2,3,1,3,2,2,3,3,0,6,5,0,5,7,3,2,1,2,3,3,2,0,2,0,4,1,2,4,3,1,0,1,3,2,1,3,1,1,0,19,1,1,4,4,3,2,
106, 2015/1/1 17:40:00,3,4,2,2,2,4,5,3,1,3,2,4,4,1,4,2,3,4,4,0,3,2,4,4,3,1,3,3,2,5,3,5,1,4,2,4,1,6,6,1,3,5,8,2,1,2,4,2,2,3,2,1,2,3,1,3,2,0,3,2,1,1,3,1,2,2,0,0,2,3,2,2,1,5,
107, 2015/1/1 17:50:00,4,3,2,2,1,6,3,3,1,2,5,3,4,1,1,1,4,2,1,1,2,1,3,3,1,4,5,5,2,3,4,3,3,5,6,2,4,6,5,1,0,3,7,2,3,1,6,2,3,4,3,2,3,2,2,5,2,0,2,0,2,3,0,2,4,2,0,0,0,3,3,0,1,6,
108, 2015/1/1 18:0:00,4,4,1,1,4,4,2,3,2,2,3,5,1,0,3,5,3,2,1,2,2,3,3,3,2,4,4,6,2,1,4,3,3,2,6,1,3,4,1,2,0,3,5,3,2,2,3,2,4,6,6,3,3,4,2,3,3,2,1,1,1,1,2,1,4,0,0,0,2,1,2,4,1,8,
109, 2015/1/1 18:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110, 2015/1/1 18:20:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
111, 2015/1/1 18:30:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112, 2015/1/1 18:40:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113, 2015/1/1 18:50:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
114, 2015/1/1 19:0:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115, 2015/1/1 19:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116, 2015/1/1 19:20:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117, 2015/1/1 19:30:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118, 2015/1/1 19:40:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
119, 2015/1/1 19:50:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120, 2015/1/1 20:0:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
121, 2015/1/1 20:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122, 2015/1/1 20:20:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
123, 2015/1/1 20:30:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
124, 2015/1/1 20:40:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
125, 2015/1/1 20:50:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
126, 2015/1/1 21:0:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127, 2015/1/1 21:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
128, 2015/1/1 21:20:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129, 2015/1/1 21:30:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130, 2015/1/1 21:40:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131, 2015/1/1 21:50:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132, 2015/1/1 22:0:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
133, 2015/1/1 22:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
134, 2015/1/1 22:20:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
135, 2015/1/1 22:30:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
136, 2015/1/1 22:40:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
137, 2015/1/1 22:50:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138, 2015/1/1 23:0:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
139, 2015/1/1 23:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
140, 2015/1/1 23:20:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141, 2015/1/1 23:30:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142, 2015/1/1 23:40:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
143, 2015/1/1 23:50:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
144, 2015/1/2 0:0:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145, 2015/1/2 0:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146, 2015/1/2 0:20:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
147, 2015/1/2 0:30:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
148, 2015/1/2 0:40:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149, 2015/1/2 0:50:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
150, 2015/1/2 1:0:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151, 2015/1/2 1:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
152, 2015/1/2 1:20:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
153, 2015/1/2 1:30:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154, 2015/1/2 1:40:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155, 2015/1/2 1:50:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
156, 2015/1/2 2:0:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
157, 2015/1/2 2:10:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
158, 2015/1/2 2:20:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159, 2015/1/2 2:30:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160, 2015/1/2 2:40:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161, 2015/1/2 2:50:00,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
